1,198,00:00:07.920,7.92,10.52
2,461,00:00:18.440,18.44,1.76
3,505,00:00:20.200,20.2,2.04
4,556,00:00:22.240,22.24,2.68
5,623,00:00:24.920,24.92,3.4
6,708,00:00:28.320,28.32,1.88
7,755,00:00:30.200,30.2,5.32
8,888,00:00:35.520,35.52,2.4
9,948,00:00:37.920,37.92,3.12
10,1026,00:00:41.040,41.04,2.56
11,1090,00:00:43.600,43.6,3.92
12,1188,00:00:47.520,47.52,3.92
13,1286,00:00:51.440,51.44,2.04
14,1337,00:00:53.480,53.48,3.28
15,1419,00:00:56.760,56.76,2.64
16,1485,00:00:59.400,59.4,2.88
17,1557,00:01:02.280,62.28,2.04
18,1608,00:01:04.320,64.32,1.64
19,1649,00:01:05.960,65.96,1.52
20,1687,00:01:07.480,67.48,2.24
21,1743,00:01:09.720,69.72,2.52
22,1806,00:01:12.240,72.24,4.48
23,1918,00:01:16.720,76.72,2.04
24,1969,00:01:18.760,78.76,1.88
25,2016,00:01:20.640,80.64,1.56
26,2055,00:01:22.200,82.2,2.28
27,2112,00:01:24.480,84.48,5.6
28,2252,00:01:30.080,90.08,4.52
29,2365,00:01:34.600,94.6,4.8
30,2485,00:01:39.400,99.4,2.76
31,2554,00:01:42.160,102.16,2.88
32,2626,00:01:45.040,105.04,0.8
33,2646,00:01:45.840,105.84,2.08
34,2698,00:01:47.920,107.92,3.92
35,2796,00:01:51.840,111.84,3.44
36,2882,00:01:55.280,115.28,10.12
37,3135,00:02:05.400,125.4,3.48
38,3222,00:02:08.880,128.88,9.6
39,3462,00:02:18.480,138.48,2.16
40,3516,00:02:20.640,140.64,2.2
41,3571,00:02:22.840,142.84,2.4
42,3631,00:02:25.240,145.24,2.72
43,3699,00:02:27.960,147.96,11.68
44,3991,00:02:39.640,159.64,3.4
45,4076,00:02:43.040,163.04,4.2
46,4181,00:02:47.240,167.24,11.84
47,4477,00:02:59.080,179.08,1.96
48,4526,00:03:01.040,181.04,6.16
49,4680,00:03:07.200,187.2,2.92
50,4753,00:03:10.120,190.12,3.32
51,4836,00:03:13.440,193.44,3.32
52,4919,00:03:16.760,196.76,2.72
53,4987,00:03:19.480,199.48,1.96
54,5036,00:03:21.440,201.44,5.92
55,5184,00:03:27.360,207.36,3.72
56,5277,00:03:31.080,211.08,3.12
57,5355,00:03:34.200,214.2,3.28
58,5437,00:03:37.480,217.48,2.0
59,5487,00:03:39.480,219.48,3.08
60,5564,00:03:42.560,222.56,2.84
61,5635,00:03:45.400,225.4,8.72
62,5853,00:03:54.120,234.12,4.24
