1,176,00:00:08.727,8.7279922725,3.768905754
2,252,00:00:12.496,12.4968980265,3.0250427763
3,313,00:00:15.521,15.5219408027,1.9836346074
4,353,00:00:17.505,17.5055754101,2.9258610459
5,412,00:00:20.431,20.431436456,2.8762701807
6,470,00:00:23.307,23.3077066367,2.1819980681
7,514,00:00:25.489,25.4897047048,0.793453843
8,530,00:00:26.283,26.2831585477,2.8762701807
9,588,00:00:29.159,29.1594287284,0.8430447081
10,605,00:00:30.002,30.0024734366,2.8266793155
11,662,00:00:32.829,32.8291527521,3.7193148888
12,737,00:00:36.548,36.5484676409,3.6697240237
13,811,00:00:40.218,40.2181916645,3.6697240237
14,885,00:00:43.887,43.8879156882,3.6697240237
15,959,00:00:47.557,47.5576397118,3.6697240237
16,1033,00:00:51.227,51.2273637355,3.5705422933
17,1105,00:00:54.797,54.7979060288,2.67790672
18,1159,00:00:57.475,57.4758127487,4.0664509451
19,1241,00:01:01.542,61.5422636938,3.9672692148
20,1321,00:01:05.509,65.5095329086,4.0168600799
21,1402,00:01:09.526,69.5263929885,3.8680874844
22,1480,00:01:13.394,73.3944804729,6.0004946873
23,1601,00:01:19.394,79.3949751602,5.107859114
24,1704,00:01:24.502,84.5028342742,6.4964033392
25,1835,00:01:30.999,90.9992376134,1.6364985511
26,1868,00:01:32.635,92.6357361645,12.7944432176
27,2126,00:01:45.430,105.430179382,4.9094956533
28,2225,00:01:50.339,110.339675035,9.8189913065
29,2423,00:02:00.158,120.158666342,5.5045860355
30,2534,00:02:05.663,125.663252377,2.0828163377
31,2576,00:02:07.746,127.746068715,3.5209514281
32,2647,00:02:11.267,131.267020143,1.884452877
33,2685,00:02:13.151,133.15147302,3.3225879674
34,2752,00:02:16.474,136.474060987,5.9013129569
35,2871,00:02:22.375,142.375373944,9.5710369806
36,3064,00:02:31.946,151.946410925,4.8103139229
37,3161,00:02:36.756,156.756724848,6.8931302606
38,3300,00:02:43.649,163.649855109,1.33895336
39,3327,00:02:44.988,164.988808469,4.6615413273
40,3421,00:02:49.650,169.650349796,2.9754519111
41,3481,00:02:52.625,172.625801707,5.3558134399
42,3589,00:02:57.981,177.981615147,4.0664509451
43,3671,00:03:02.048,182.048066092,1.7852711466
44,3707,00:03:03.833,183.833337239,6.2980398784
45,3834,00:03:10.131,190.131377117,2.1324072029
46,3877,00:03:12.263,192.26378432,3.223406237
47,3942,00:03:15.487,195.487190557,3.0746336414
48,4004,00:03:18.561,198.561824198,5.8517220918
49,4122,00:03:24.413,204.41354629,7.0914937214
50,4265,00:03:31.505,211.505040011,2.0332254726
51,4306,00:03:33.538,213.538265484,3.1242245066
52,4369,00:03:36.662,216.662489991,2.2315889333
53,4414,00:03:38.894,218.894078924,1.33895336
54,4441,00:03:40.233,220.233032284,4.5127687318
55,4532,00:03:44.745,224.745801016,1.9836346074
56,4572,00:03:46.729,226.729435623,3.4713605629
57,4642,00:03:50.200,230.200796186,2.0332254726
58,4683,00:03:52.234,232.234021659,4.1160418103
59,4766,00:03:56.350,236.350063469,2.8762701807
60,4824,00:03:59.226,239.22633365,5.5045860355
61,4935,00:04:04.730,244.730919685,2.7274975851
62,4990,00:04:07.458,247.45841727,1.8348620118
63,5027,00:04:09.293,249.293279282,4.5127687318
64,5118,00:04:13.806,253.806048014,1.7852711466
65,5154,00:04:15.591,255.59131916,2.1819980681
66,5198,00:04:17.773,257.773317229,2.67790672
67,5252,00:04:20.451,260.451223948,5.5541769007
68,5364,00:04:26.005,266.005400849,2.2315889333
69,5409,00:04:28.236,268.236989782,3.0746336414
70,5471,00:04:31.311,271.311623424,1.4381350904
71,5500,00:04:32.749,272.749758514,4.6615413273
72,5594,00:04:37.411,277.411299842,3.6697240237
73,5668,00:04:41.081,281.081023865,2.2811797985
74,5714,00:04:43.362,283.362203664,3.223406237
